Date,Honeywell (HON) Price
6/27/2011,41.6306
6/28/2011,42.7962
6/29/2011,42.9721
6/30/2011,43.6832
7/1/2011,44.123
7/4/2011,44.123
7/5/2011,43.5879
7/6/2011,43.7565
7/7/2011,44.3063
7/8/2011,43.6465
7/11/2011,42.7448
7/12/2011,41.9898
7/13/2011,42.217
7/14/2011,41.7919
7/15/2011,41.9678
7/18/2011,41.4693
7/19/2011,42.0997
7/20/2011,42.0338
7/21/2011,42.6715
7/22/2011,41.3447
7/25/2011,41.2714
7/26/2011,40.5676
7/27/2011,39.1895
7/28/2011,38.8523
7/29/2011,38.9256
8/1/2011,38.8963
8/2/2011,37.5328
8/3/2011,37.8187
8/4/2011,35.6928
8/5/2011,35.1723
8/8/2011,32.4673
8/9/2011,34.278
8/10/2011,31.6829
8/11/2011,32.7166
8/12/2011,34.3659
8/15/2011,34.6225
8/16/2011,33.7428
8/17/2011,33.9588
8/18/2011,31.5738
8/19/2011,31.1529
8/22/2011,30.9683
8/23/2011,32.6076
8/24/2011,33.0949
8/25/2011,33.0284
8/26/2011,33.5822
8/29/2011,34.7046
8/30/2011,34.9187
8/31/2011,35.3027
9/1/2011,34.616
9/2/2011,33.5601
9/5/2011,33.5601
9/6/2011,33.2647
9/7/2011,34.7268
9/8/2011,33.9145
9/9/2011,33.0211
9/12/2011,32.5928
9/13/2011,32.9103
9/14/2011,33.5306
9/15/2011,34.4388
9/16/2011,34.8006
9/19/2011,34.9409
9/20/2011,34.52
9/21/2011,33.1318
9/22/2011,30.9905
9/23/2011,31.3301
9/26/2011,32.3417
9/27/2011,33.3312
9/28/2011,32.6888
9/29/2011,33.2278
9/30/2011,32.423
10/3/2011,31.2489
10/4/2011,32.2384
10/5/2011,32.7626
10/6/2011,33.2721
10/7/2011,33.5896
10/10/2011,34.8227
10/11/2011,34.9778
10/12/2011,35.8048
10/13/2011,35.3618
10/14/2011,36.5137
10/17/2011,35.2215
10/18/2011,36.4251
10/19/2011,36.0485
10/20/2011,35.7827
10/21/2011,37.8649
10/24/2011,38.2267
10/25/2011,37.444
10/26/2011,37.9535
10/27/2011,39.8808
10/28/2011,39.7848
10/31/2011,38.6919
11/1/2011,37.8059
11/2/2011,38.7289
11/3/2011,39.8291
11/4/2011,39.8365
11/7/2011,39.8438
11/8/2011,40.3533
11/9/2011,39.0094
11/10/2011,39.5485
11/11/2011,40.4567
11/14/2011,40.3976
11/15/2011,40.4493
11/16/2011,39.6185
11/17/2011,39.1055
11/18/2011,39.217
11/21/2011,38.139
11/22/2011,37.8863
11/23/2011,36.5704
11/24/2011,36.5704
11/25/2011,36.5332
11/28/2011,38.4067
11/29/2011,38.3323
11/30/2011,40.2579
12/1/2011,40.2728
12/2/2011,40.243
12/5/2011,40.6668
12/6/2011,40.5924
12/7/2011,40.1018
12/8/2011,39.3063
12/9/2011,40.1464
12/12/2011,39.3211
12/13/2011,38.8899
12/14/2011,38.3249
12/15/2011,38.9643
12/16/2011,39.4773
12/19/2011,38.8751
12/20/2011,40.414
12/21/2011,40.2876
12/22/2011,40.6222
12/23/2011,40.8749
12/26/2011,40.8749
12/27/2011,40.8526
12/28/2011,40.1315
12/29/2011,40.7337
12/30/2011,40.4066
1/2/2012,40.4066
1/3/2012,41.321
1/4/2012,41.2838
1/5/2012,41.3285
1/6/2012,41.0236
1/9/2012,41.3656
1/10/2012,42.0645
1/11/2012,41.9753
1/12/2012,42.518
1/13/2012,42.1537
1/16/2012,42.1537
1/17/2012,42.4957
1/18/2012,43.2614
1/19/2012,43.4919
1/20/2012,42.6592
1/23/2012,42.8377
1/24/2012,42.8451
1/25/2012,43.1945
1/26/2012,42.9938
1/27/2012,43.3209
1/30/2012,43.254
1/31/2012,43.1499
2/1/2012,43.819
2/2/2012,43.8859
2/3/2012,45.1572
2/6/2012,44.8375
2/7/2012,44.726
2/8/2012,44.5104
2/9/2012,44.5253
2/10/2012,44.109
2/13/2012,44.7112
2/14/2012,44.4881
2/15/2012,43.8636
2/16/2012,44.213
2/17/2012,44.6814
2/20/2012,44.6814
2/21/2012,44.5253
2/22/2012,44.2428
2/23/2012,44.4179
2/24/2012,44.6212
2/27/2012,44.9449
2/28/2012,44.9826
2/29/2012,44.8471
3/1/2012,45.2611
3/2/2012,44.9826
3/5/2012,44.4932
3/6/2012,43.4919
3/7/2012,43.4694
3/8/2012,44.7868
3/9/2012,45.0052
3/12/2012,44.6137
3/13/2012,45.4493
3/14/2012,45.5623
3/15/2012,45.8107
3/16/2012,45.4493
3/19/2012,45.5171
3/20/2012,44.7793
3/21/2012,44.7718
3/22/2012,44.9826
3/23/2012,45.2912
3/26/2012,46.5109
3/27/2012,46.1495
3/28/2012,45.7354
3/29/2012,45.6978
3/30/2012,45.9613
4/2/2012,46.014
4/3/2012,45.6451
4/4/2012,45.2837
4/5/2012,44.7868
4/6/2012,44.7868
4/9/2012,43.5823
4/10/2012,42.5961
4/11/2012,42.9725
4/12/2012,44.2598
4/13/2012,43.7178
4/16/2012,43.6651
4/17/2012,44.3652
4/18/2012,44.2147
4/19/2012,43.6651
4/20/2012,44.7116
4/23/2012,44.5685
4/24/2012,45.1181
4/25/2012,45.5322
4/26/2012,45.9236
4/27/2012,46.142
4/30/2012,45.6677
5/1/2012,45.8709
5/2/2012,45.6526
5/3/2012,45.5246
5/4/2012,44.6513
5/7/2012,44.8094
5/8/2012,44.6965
5/9/2012,43.9437
5/10/2012,44.0942
5/11/2012,44.0792
5/14/2012,43.778
5/15/2012,43.2736
5/16/2012,43.2982
5/17/2012,42.0404
5/18/2012,41.8509
5/21/2012,43.2149
5/22/2012,43.4043
5/23/2012,43.662
5/24/2012,43.3968
5/25/2012,43.0027
5/28/2012,43.0027
5/29/2012,43.3437
5/30/2012,42.586
5/31/2012,42.1768
6/1/2012,40.8734
6/4/2012,40.3127
6/5/2012,40.3809
6/6/2012,41.419
6/7/2012,41.957
6/8/2012,42.4268
6/11/2012,41.7752
6/12/2012,42.4723
6/13/2012,41.7676
6/14/2012,41.8434
6/15/2012,42.4647
6/18/2012,42.3435
6/19/2012,42.8739
6/20/2012,42.8436
6/21/2012,42.0025
6/22/2012,42.0631
6/25/2012,40.7067
6/26/2012,40.3581
6/27/2012,40.9189
6/28/2012,40.1005
6/29/2012,42.3132
7/2/2012,41.7979
7/3/2012,42.1237
7/4/2012,42.1237
7/5/2012,42.5026
7/6/2012,41.5933
7/9/2012,41.8358
7/10/2012,40.6991
7/11/2012,40.6916
7/12/2012,40.6158
7/13/2012,41.3584
7/16/2012,41.2826
7/17/2012,41.3281
7/18/2012,44.0863
7/19/2012,43.912
7/20/2012,43.7529
7/23/2012,43.5256
7/24/2012,42.9497
7/25/2012,43.0406
7/26/2012,43.7529
7/27/2012,44.7152
7/30/2012,44.2454
7/31/2012,43.9878
8/1/2012,43.9499
8/2/2012,43.4346
8/3/2012,44.6395
8/6/2012,44.4349
8/7/2012,44.3818
8/8/2012,44.6546
8/9/2012,44.6849
8/10/2012,44.7152
8/13/2012,44.4879
8/14/2012,44.2758
8/15/2012,44.3061
8/16/2012,44.8113
8/17/2012,45.3756
8/20/2012,45.3756
8/21/2012,45.0782
8/22/2012,44.9028
8/23/2012,44.5978
8/24/2012,44.5062
8/27/2012,44.5291
8/28/2012,44.6588
8/29/2012,44.7884
8/30/2012,44.3156
8/31/2012,44.5749
9/3/2012,44.5749
9/4/2012,43.8657
9/5/2012,43.7513
9/6/2012,45.0096
9/7/2012,45.6807
9/10/2012,45.4214
9/11/2012,45.5968
9/12/2012,45.8332
9/13/2012,46.6111
9/14/2012,46.5348
9/17/2012,47.0686
9/18/2012,46.817
9/19/2012,46.7331
9/20/2012,46.1764
9/21/2012,46.1535
9/24/2012,45.8561
9/25/2012,45.2307
9/26/2012,45.3299
9/27/2012,45.94
9/28/2012,45.5663
10/1/2012,46.367
10/2/2012,46.8627
10/3/2012,46.489
10/4/2012,46.7255
10/5/2012,46.8475
10/8/2012,46.7331
10/9/2012,46.2755
10/10/2012,45.94
10/11/2012,45.9781
10/12/2012,45.9095
10/15/2012,46.4052
10/16/2012,46.9161
10/17/2012,47.1983
10/18/2012,46.8399
10/19/2012,47.6559
10/22/2012,47.4957
10/23/2012,46.939
10/24/2012,46.5348
10/25/2012,46.8475
10/26/2012,46.8932
10/29/2012,46.8932
10/30/2012,46.8932
10/31/2012,46.7026
11/1/2012,47.7626
11/2/2012,47.6101
11/5/2012,47.8923
11/6/2012,48.449
11/7/2012,47.3737
11/8/2012,46.7483
11/9/2012,46.3899
11/12/2012,46.8551
11/13/2012,46.7026
11/14/2012,45.7264
11/15/2012,45.246
11/16/2012,45.4226
11/19/2012,46.4132
11/20/2012,46.5438
11/21/2012,46.5284
11/22/2012,46.5284
11/23/2012,47.0429
11/26/2012,46.5822
11/27/2012,46.5515
11/28/2012,47.0276
11/29/2012,47.1044
11/30/2012,47.0967
12/3/2012,46.5284
12/4/2012,46.4747
12/5/2012,47.281
12/6/2012,47.2426
12/7/2012,47.5881
12/10/2012,47.5037
12/11/2012,47.3424
12/12/2012,46.9201
12/13/2012,47.4115
12/14/2012,47.2656
12/17/2012,47.9107
12/18/2012,49.1163
12/19/2012,48.9704
12/20/2012,49.3697
12/21/2012,49.3083
12/24/2012,48.8936
12/25/2012,48.8936
12/26/2012,49.0011
12/27/2012,48.9474
12/28/2012,48.3177
12/31/2012,48.74
1/1/2013,48.74
1/2/2013,49.723
1/3/2013,49.915
1/4/2013,50.9363
1/7/2013,50.9593
1/8/2013,50.4832
1/9/2013,51.0976
1/10/2013,51.0054
1/11/2013,50.9209
1/14/2013,51.2665
1/15/2013,51.3586
1/16/2013,51.2435
1/17/2013,51.6889
1/18/2013,52.0728
1/21/2013,52.0728
1/22/2013,52.5259
1/23/2013,52.4261
1/24/2013,52.403
1/25/2013,52.4721
1/28/2013,52.9252
1/29/2013,53.0558
1/30/2013,52.7332
1/31/2013,52.403
2/1/2013,53.1018
2/4/2013,52.6488
2/5/2013,53.6624
2/6/2013,53.6931
2/7/2013,54.0387
2/8/2013,54.1616
2/11/2013,53.8237
2/12/2013,54.0771
2/13/2013,53.8928
2/14/2013,53.8237
2/15/2013,53.839
2/18/2013,53.839
2/19/2013,54.4687
2/20/2013,54.0233
2/21/2013,53.9152
2/22/2013,53.9847
2/25/2013,53.2586
2/26/2013,53.3899
2/27/2013,54.34
2/28/2013,54.1469
3/1/2013,54.1083
3/4/2013,53.838
3/5/2013,54.5949
3/6/2013,55.0507
3/7/2013,55.7458
3/8/2013,56.9277
3/11/2013,57.0512
3/12/2013,56.8427
3/13/2013,57.1208
3/14/2013,57.0126
3/15/2013,56.7423
3/18/2013,57.0744
3/19/2013,57.1826
3/20/2013,57.7001
3/21/2013,57.6151
3/22/2013,58.0786
3/25/2013,57.8237
3/26/2013,58.3026
3/27/2013,58.0631
3/28/2013,58.2022
3/29/2013,58.2022
4/1/2013,57.4143
4/2/2013,57.3216
4/3/2013,56.6419
4/4/2013,56.9663
4/5/2013,56.3715
4/8/2013,56.8118
4/9/2013,56.8041
4/10/2013,57.4761
4/11/2013,57.7001
4/12/2013,57.3525
4/15/2013,55.769
4/16/2013,56.526
4/17/2013,55.5296
4/18/2013,55.2051
4/19/2013,57.2984
4/22/2013,57.6151
4/23/2013,57.7464
4/24/2013,57.8005
4/25/2013,57.5688
4/26/2013,57.0821
4/29/2013,57.0049
4/30/2013,56.8041
5/1/2013,56.0239
5/2/2013,57.1362
5/3/2013,58.1172
5/6/2013,58.766
5/7/2013,59.3994
5/8/2013,59.8474
5/9/2013,60.0791
5/10/2013,60.0482
5/13/2013,60.1409
5/14/2013,61.1451
5/15/2013,61.709
5/16/2013,61.1266
5/17/2013,62.695
5/20/2013,62.5242
5/21/2013,62.2292
5/22/2013,61.7944
5/23/2013,61.5226
5/24/2013,61.5614
5/27/2013,61.5614
5/28/2013,61.9341
5/29/2013,61.181
5/30/2013,61.6779
5/31/2013,60.917
6/3/2013,61.2198
6/4/2013,60.358
6/5/2013,59.5505
6/6/2013,60.2959
6/7/2013,61.3984
6/10/2013,61.0878
6/11/2013,60.6841
6/12/2013,60.0319
6/13/2013,60.8006
6/14/2013,60.6996
6/17/2013,61.8875
6/18/2013,62.7726
6/19/2013,61.8642
6/20/2013,60.3037
6/21/2013,60.754
6/24/2013,59.5117
6/25/2013,60.2881
6/26/2013,61.9186
6/27/2013,62.268
6/28/2013,61.6003
7/1/2013,62.3611
7/2/2013,60.4667
7/3/2013,60.9558
7/4/2013,60.9558
7/5/2013,62.1593
7/8/2013,62.6329
7/9/2013,63.1919
7/10/2013,63.0521
7/11/2013,64.1081
7/12/2013,63.9528
7/15/2013,63.8984
7/16/2013,63.6888
7/17/2013,64.0071
7/18/2013,64.4186
7/19/2013,64.8845
7/22/2013,64.473
7/23/2013,64.6515
7/24/2013,64.4497
7/25/2013,64.3255
7/26/2013,64.3487
7/29/2013,64.2556
7/30/2013,64.4419
7/31/2013,64.4264
8/1/2013,65.6531
8/2/2013,65.7463
8/5/2013,65.6298
8/6/2013,65.3425
8/7/2013,64.9466
8/8/2013,64.8379
8/9/2013,64.6904
8/12/2013,64.7758
8/13/2013,64.9776
8/14/2013,64.7137
8/15/2013,63.6733
8/16/2013,63.9542
8/19/2013,63.564
8/20/2013,63.7669
8/21/2013,62.8774
8/22/2013,63.0256
8/23/2013,63.5172
8/26/2013,63.2441
8/27/2013,61.8395
8/28/2013,61.9956
8/29/2013,62.4716
8/30/2013,62.0892
9/2/2013,62.0892
9/3/2013,63.1895
9/4/2013,63.1739
9/5/2013,63.5094
9/6/2013,63.7201
9/9/2013,64.3209
9/10/2013,65.6475
9/11/2013,65.5694
9/12/2013,65.3743
9/13/2013,65.585
9/16/2013,66.4044
9/17/2013,66.6775
9/18/2013,67.6138
9/19/2013,67.7231
9/20/2013,66.7009
9/23/2013,65.6475
9/24/2013,65.7411
9/25/2013,65.4212
9/26/2013,65.585
9/27/2013,65.2183
9/30/2013,64.7969
10/1/2013,64.9374
10/2/2013,64.6409
10/3/2013,63.5562
10/4/2013,64.1727
10/7/2013,64.6955
10/8/2013,63.8449
10/9/2013,63.9074
10/10/2013,66.3966
10/11/2013,67.4656
10/14/2013,67.091
10/15/2013,66.4356
10/16/2013,66.9116
10/17/2013,67.6841
10/18/2013,65.9986
10/21/2013,66.0532
10/22/2013,67.2315
10/23/2013,67.645
10/24/2013,68.1054
10/25/2013,68.2771
10/28/2013,68.1444
10/29/2013,68.2459
10/30/2013,67.6685
10/31/2013,67.6763
11/1/2013,67.8167
11/4/2013,67.3485
11/5/2013,67.3719
11/6/2013,67.6685
11/7/2013,66.6853
11/8/2013,68.2303
11/11/2013,68.2147
11/12/2013,67.567
11/13/2013,68.2849
11/14/2013,69.1901
11/15/2013,69.151
11/18/2013,69.1979
11/19/2013,68.9077
11/20/2013,68.4057
11/21/2013,68.9704
11/22/2013,69.6449
11/25/2013,69.4802
11/26/2013,69.4331
11/27/2013,69.6998
11/28/2013,69.6998
11/29/2013,69.6998
12/2/2013,69.1273
12/3/2013,68.2881
12/4/2013,68.0999
12/5/2013,68.1234
12/6/2013,69.2684
12/9/2013,68.9155
12/10/2013,68.892
12/11/2013,67.8018
12/12/2013,67.6763
12/13/2013,67.9273
12/16/2013,68.5234
12/17/2013,67.8254
12/18/2013,69.3704
12/19/2013,69.5194
12/20/2013,70.2331
12/23/2013,70.3665
12/24/2013,70.939
12/25/2013,70.939
12/26/2013,71.4488
12/27/2013,71.4801
12/30/2013,71.3703
12/31/2013,71.6605
1/1/2014,71.6605
1/2/2014,70.837
1/3/2014,70.9939
1/6/2014,70.9233
1/7/2014,71.2135
1/8/2014,70.9311
1/9/2014,70.9547
1/10/2014,70.7115
1/13/2014,69.6998
1/14/2014,70.1076
1/15/2014,70.5155
1/16/2014,70.6253
1/17/2014,70.5468
1/20/2014,70.5468
1/21/2014,71.0488
1/22/2014,71.4409
1/23/2014,70.4292
1/24/2014,69.3861
1/27/2014,70.8135
1/28/2014,70.939
1/29/2014,70.3821
1/30/2014,71.9193
1/31/2014,71.5507
2/3/2014,69.6057
2/4/2014,70.3978
2/5/2014,70.2645
2/6/2014,71.4801
2/7/2014,73.0644
2/10/2014,72.8213
2/11/2014,73.8487
2/12/2014,73.9507
2/13/2014,74.1389
2/14/2014,74.2016
2/17/2014,74.2016
2/18/2014,73.9977
2/19/2014,72.8997
2/20/2014,73.3781
2/21/2014,73.6683
2/24/2014,73.535
2/25/2014,73.9763
2/26/2014,73.9684
2/27/2014,74.3703
2/28/2014,74.4255
3/3/2014,73.7556
3/4/2014,74.5516
3/5/2014,74.5989
3/6/2014,74.6698
3/7/2014,75.2136
3/10/2014,75.0638
3/11/2014,74.1654
3/12/2014,73.9605
3/13/2014,73.1725
3/14/2014,72.5105
3/17/2014,73.6059
3/18/2014,73.8817
3/19/2014,73.204
3/20/2014,73.2513
3/21/2014,73.2828
3/24/2014,72.479
3/25/2014,72.8494
3/26/2014,71.5884
3/27/2014,71.1629
3/28/2014,71.6278
3/31/2014,73.1015
4/1/2014,73.4956
4/2/2014,73.9842
4/3/2014,74.2994
4/4/2014,73.5507
4/7/2014,72.4238
4/8/2014,72.479
4/9/2014,73.4562
4/10/2014,71.9825
4/11/2014,71.2417
4/14/2014,71.6515
4/15/2014,72.2741
4/16/2014,73.5271
4/17/2014,73.3695
4/18/2014,73.3695
4/21/2014,73.4325
4/22/2014,73.5586
4/23/2014,74.1024
4/24/2014,73.7872
4/25/2014,73.0149
4/28/2014,72.8651
4/29/2014,72.873
4/30/2014,73.2119
5/1/2014,72.6917
5/2/2014,72.7942
5/5/2014,72.9833
5/6/2014,72.1716
5/7/2014,73.2276
5/8/2014,73.2592
5/9/2014,73.1331
5/12/2014,74.3861
5/13/2014,74.2521
5/14/2014,73.0858
5/15/2014,71.8406
5/16/2014,71.8722
5/19/2014,72.4159
5/20/2014,71.5606
5/21/2014,72.2734
5/22/2014,72.4238
5/23/2014,72.8357
5/26/2014,72.8357
5/27/2014,73.1445
5/28/2014,73.2633
5/29/2014,73.5167
5/30/2014,73.7702
6/2/2014,73.9761
6/3/2014,73.8573
6/4/2014,74.3245
6/5/2014,75.1957
6/6/2014,75.3937
6/9/2014,75.8767
6/10/2014,75.5045
6/11/2014,75.164
6/12/2014,74.1741
6/13/2014,74.2612
6/16/2014,74.2849
6/17/2014,74.6809
6/18/2014,74.5938
6/19/2014,74.7918
6/20/2014,75.0927
6/23/2014,74.6571
6/24/2014,73.6672
6/25/2014,73.8177
6/26/2014,73.6989
6/27/2014,73.8573
6/30/2014,73.6118
7/1/2014,74.9106
7/2/2014,74.6651
7/3/2014,75.1402
7/4/2014,75.1402
7/7/2014,74.7443
7/8/2014,74.6096
7/9/2014,74.871
7/10/2014,74.6651
7/11/2014,75.1561
7/14/2014,75.8213
7/15/2014,75.9955
7/16/2014,76.3361
7/17/2014,75.3699
7/18/2014,76.6766
7/21/2014,77.0884
7/22/2014,76.9696
7/23/2014,76.5024
7/24/2014,76.0351
7/25/2014,75.8371
7/28/2014,75.3699
7/29/2014,74.2691
7/30/2014,74.4988
7/31/2014,72.7248
8/1/2014,72.5189
8/4/2014,72.3526
8/5/2014,72.2575
8/6/2014,71.719
8/7/2014,72.0358
8/8/2014,73.4217
8/11/2014,73.7781
8/12/2014,73.5801
8/13/2014,74.6571
8/14/2014,74.7522
8/15/2014,74.6255
8/18/2014,75.0135
8/19/2014,75.3696
8/20/2014,76.3403
8/21/2014,76.3403
8/22/2014,76.038
8/25/2014,76.2369
8/26/2014,75.9982
8/27/2014,76.0459
8/28/2014,75.8311
8/29/2014,75.7754
9/1/2014,75.7754
9/2/2014,75.9902
9/3/2014,75.9584
9/4/2014,75.5844
9/5/2014,76.0777
9/8/2014,75.7833
9/9/2014,75.1627
9/10/2014,75.0831
9/11/2014,75.3855
9/12/2014,75.1945
9/15/2014,75.3139
9/16/2014,75.481
9/17/2014,76.6984
9/18/2014,76.6984
9/19/2014,76.7859
9/22/2014,75.3536
9/23/2014,74.3113
9/24/2014,74.6614
9/25/2014,73.5235
9/26/2014,74.2397
9/29/2014,74.4227
9/30/2014,74.0964
10/1/2014,72.9347
10/2/2014,72.505
10/3/2014,72.9745
10/6/2014,73.1654
10/7/2014,71.4467
10/8/2014,72.7676
10/9/2014,71.4308
10/10/2014,69.9428
10/13/2014,68.1604
10/14/2014,68.5822
10/15/2014,67.7228
10/16/2014,68.7413
10/17/2014,71.6616
10/20/2014,71.6138
10/21/2014,73.9373
10/22/2014,72.5368
10/23/2014,74.4624
10/24/2014,74.4624
10/27/2014,75.7276
10/28/2014,75.7276
10/29/2014,75.6321
10/30/2014,76.0618
10/31/2014,76.4836
11/3/2014,76.1175
11/4/2014,75.8231
11/5/2014,76.953
11/6/2014,76.953
11/7/2014,77.0008
11/10/2014,77.3986
11/11/2014,77.1679
11/12/2014,77.1917
11/13/2014,77.2315
11/14/2014,77.0167
11/17/2014,76.8098
11/18/2014,77.4638
11/19/2014,77.2558
11/20/2014,77.3838
11/21/2014,78.5838
11/24/2014,78.6158
11/25/2014,79.1038
11/26/2014,79.2638
11/27/2014,79.2638
11/28/2014,79.2558
12/1/2014,77.9198
12/2/2014,78.2878
12/3/2014,79.9758
12/4/2014,79.4078
12/5/2014,79.7518
12/8/2014,78.9998
12/9/2014,79.4558
12/10/2014,77.9998
12/11/2014,78.3118
12/12/2014,76.7038
12/15/2014,76.6478
12/16/2014,77.1038
12/17/2014,78.1278
12/18/2014,80.5038
12/19/2014,80.9278
12/22/2014,80.9678
12/23/2014,81.5838
12/24/2014,81.5678
12/25/2014,81.5678
12/26/2014,81.3038
12/29/2014,81.3358
12/30/2014,80.5758
12/31/2014,79.9358
1/1/2015,79.9358
1/2/2015,80.1838
1/5/2015,78.6558
1/6/2015,78.4718
1/7/2015,79.0398
1/8/2015,80.4798
1/9/2015,79.1438
1/12/2015,78.7598
1/13/2015,79.3198
1/14/2015,78.9518
1/15/2015,77.6878
1/16/2015,78.5758
1/19/2015,78.5758
1/20/2015,79.1838
1/21/2015,79.3998
1/22/2015,79.5118
1/23/2015,81.9998
1/26/2015,81.5118
1/27/2015,80.7198
1/28/2015,79.8558
1/29/2015,80.1358
1/30/2015,78.2078
2/2/2015,79.8158
2/3/2015,81.0158
2/4/2015,80.5998
2/5/2015,81.8718
2/6/2015,81.3998
2/9/2015,81.2718
2/10/2015,81.9518
2/11/2015,81.9438
2/12/2015,82.7998
2/13/2015,83.5038
2/16/2015,83.5038
2/17/2015,83.1998
2/18/2015,83.6958
2/19/2015,83.7598
2/20/2015,84.2878
2/23/2015,83.5038
2/24/2015,83.8555
2/25/2015,83.9279
2/26/2015,83.3249
2/27/2015,82.6335
3/2/2015,84.0806
3/3/2015,83.6465
3/4/2015,82.8505
3/5/2015,82.9149
3/6/2015,81.9018
3/9/2015,82.9229
3/10/2015,81.339
3/11/2015,80.921
3/12/2015,82.3762
3/13/2015,81.339
3/16/2015,82.6335
3/17/2015,82.1752
3/18/2015,83.4857
3/19/2015,82.8264
3/20/2015,84.7399
3/23/2015,83.8555
3/24/2015,83.6626
3/25/2015,81.9501
3/26/2015,82.143
3/27/2015,82.7782
3/30/2015,84.3459
3/31/2015,83.8636
4/1/2015,83.0033
4/2/2015,83.2204
4/3/2015,83.2204
4/6/2015,84.0083
4/7/2015,83.7188
4/8/2015,83.4937
4/9/2015,83.9279
4/10/2015,84.1771
4/13/2015,83.0355
4/14/2015,83.0113
4/15/2015,83.4455
4/16/2015,83.55
4/17/2015,81.7652
4/20/2015,82.4727
4/21/2015,81.4677
4/22/2015,82.1591
4/23/2015,82.8184
4/24/2015,82.4083
4/27/2015,82.4405
4/28/2015,82.7541
4/29/2015,81.7973
4/30/2015,81.138
5/1/2015,82.4083
5/4/2015,82.4727
5/5/2015,81.6365
5/6/2015,81.1943
5/7/2015,81.2104
5/8/2015,82.1028
5/11/2015,82.5611
5/12/2015,82.2556
5/13/2015,83.9681
5/14/2015,85.576
5/15/2015,85.9057
5/18/2015,85.8414
5/19/2015,85.4839
5/20/2015,85.8232
5/21/2015,85.9282
5/22/2015,85.5727
5/25/2015,85.5727
5/26/2015,84.7002
5/27/2015,85.1365
5/28/2015,85.3869
5/29/2015,84.1831
6/1/2015,84.07
6/2/2015,84.474
6/3/2015,84.8133
6/4/2015,83.7953
6/5/2015,83.8115
6/8/2015,83.4237
6/9/2015,83.6661
6/10/2015,84.6436
6/11/2015,84.7487
6/12/2015,84.062
6/15/2015,83.5691
6/16/2015,84.1024
6/17/2015,84.1831
6/18/2015,85.2576
6/19/2015,85.1041
6/22/2015,85.1284
6/23/2015,84.6356
6/24/2015,84.1024
6/25/2015,83.5045
6/26/2015,83.6499
6/29/2015,82.2846
6/30/2015,82.3815
7/1/2015,83.0844
7/2/2015,82.8178
7/3/2015,82.8178
7/6/2015,82.7128
7/7/2015,83.0844
7/8/2015,81.5736
7/9/2015,81.7433
7/10/2015,82.737
7/13/2015,83.8357
7/14/2015,84.0862
7/15/2015,83.8923
7/16/2015,83.6742
7/17/2015,85.2657
7/20/2015,85.9363
7/21/2015,85.1526
7/22/2015,84.6194
7/23/2015,84.2801
7/24/2015,83.0278
7/27/2015,82.1149
7/28/2015,84.1831
7/29/2015,85.2657
7/30/2015,85.1365
7/31/2015,84.8699
8/3/2015,84.5871
8/4/2015,84.5225
8/5/2015,85.4192
8/6/2015,85.4677
8/7/2015,85.2011
8/10/2015,86.6876
8/11/2015,85.1284
8/12/2015,85.2657
8/13/2015,85.2496
8/14/2015,85.702
8/17/2015,85.8636
8/18/2015,86.2269
8/19/2015,85.277
8/20/2015,83.3286
8/21/2015,80.276
8/24/2015,77.3533
8/25/2015,76.2573
8/26/2015,79.4236
8/27/2015,81.096
8/28/2015,81.2015
8/31/2015,80.5926
9/1/2015,77.9054
9/2/2015,79.5697
9/3/2015,80.0243
9/4/2015,78.4169
9/7/2015,78.4169
9/8/2015,81.031
9/9/2015,80.2598
9/10/2015,80.8199
9/11/2015,80.8768
9/14/2015,80.552
9/15/2015,81.4451
9/16/2015,81.9647
9/17/2015,81.6156
9/18/2015,79.594
9/21/2015,79.3505
9/22/2015,77.9703
9/23/2015,76.7931
9/24/2015,76.0057
9/25/2015,75.9245
9/28/2015,74.3576
9/29/2015,75.1126
9/30/2015,76.8743
10/1/2015,76.8906
10/2/2015,78.3763
10/5/2015,79.8701
10/6/2015,79.7321
10/7/2015,80.7712
10/8/2015,82.054
10/9/2015,82.127
10/12/2015,82.4031
10/13/2015,81.0391
10/14/2015,79.7726
10/15/2015,79.9675
10/16/2015,78.7741
10/19/2015,78.8958
10/20/2015,79.7889
10/21/2015,80.1867
10/22/2015,83.2799
10/23/2015,83.7264
10/26/2015,83.4422
10/27/2015,83.1743
10/28/2015,84.0917
10/29/2015,83.5721
10/30/2015,83.8481
11/2/2015,84.5788
11/3/2015,84.1485
11/4/2015,83.9212
11/5/2015,84.1079
11/6/2015,84.4327
11/9/2015,83.3854
11/10/2015,83.1337
11/11/2015,83.8319
11/12/2015,82.7846
11/13/2015,82.0621
11/16/2015,83.5884
11/17/2015,83.5271
11/18/2015,84.9724
11/19/2015,85.7727
11/20/2015,86.2545
11/23/2015,85.4052
11/24/2015,84.2457
11/25/2015,84.6213
11/26/2015,84.6213
11/27/2015,84.9724
11/30/2015,84.8826
12/1/2015,85.0459
12/2/2015,84.1885
12/3/2015,83.6169
12/4/2015,85.3726
12/7/2015,85.0704
12/8/2015,83.8292
12/9/2015,83.2005
12/10/2015,83.0943
12/11/2015,80.2118
12/14/2015,80.8243
12/15/2015,80.4078
12/16/2015,84.9888
12/17/2015,83.5434
12/18/2015,83.1515
12/21/2015,83.7802
12/22/2015,85.0541
12/23/2015,85.7074
