Date,"United States Financial Stress Index, released on Mar 1 by Federal Reserve Bank of Chicago",
4/18/2016,-0.378211,
4/25/2016,-0.378068,
5/2/2016,-0.37629,
5/9/2016,-0.374027,
5/16/2016,-0.371261,
5/23/2016,-0.366514,
5/30/2016,-0.359284,
6/6/2016,-0.351125,
6/13/2016,-0.340444,
6/20/2016,-0.334825,
6/27/2016,-0.330865,
7/4/2016,-0.332835,
7/11/2016,-0.338397,
7/18/2016,-0.347267,
7/25/2016,-0.355477,
8/1/2016,-0.361472,
8/8/2016,-0.365338,
8/15/2016,-0.36414,
8/22/2016,-0.361119,
8/29/2016,-0.353414,
9/5/2016,-0.346119,
9/12/2016,-0.338939,
9/19/2016,-0.335691,
9/26/2016,-0.335943,
10/3/2016,-0.341632,
10/10/2016,-0.350281,
10/17/2016,-0.363138,
10/24/2016,-0.378971,
10/31/2016,-0.394723,
11/7/2016,-0.413073,
11/14/2016,-0.429393,
11/21/2016,-0.445328,
11/28/2016,-0.457429,
12/5/2016,-0.467672,
12/12/2016,-0.47381,
12/19/2016,-0.478799,
12/26/2016,-0.483609,
1/2/2017,-0.487392,
1/9/2017,-0.490821,
1/16/2017,-0.497534,
1/23/2017,-0.50318,
1/30/2017,-0.507484,
2/6/2017,-0.511362,
2/13/2017,-0.512221,
2/20/2017,-0.510635,
2/27/2017,-0.507898,
3/6/2017,-0.50395,
3/13/2017,-0.498509,
3/20/2017,-0.494634,
3/27/2017,-0.493053,
4/3/2017,-0.493544,
4/10/2017,-0.496324,
4/17/2017,-0.503343,
4/24/2017,-0.513006,
5/1/2017,-0.523584,
5/8/2017,-0.534347,
5/15/2017,-0.542949,
5/22/2017,-0.554185,
5/29/2017,-0.562475,
6/5/2017,-0.569668,
6/12/2017,-0.57565,
6/19/2017,-0.580176,
6/26/2017,-0.584606,
7/3/2017,-0.588763,
7/10/2017,-0.591702,
7/17/2017,-0.59556,
7/24/2017,-0.595657,
7/31/2017,-0.592759,
8/7/2017,-0.587489,
8/14/2017,-0.581213,
8/21/2017,-0.577332,
8/28/2017,-0.574714,
9/4/2017,-0.574881,
9/11/2017,-0.579494,
9/18/2017,-0.58648,
9/25/2017,-0.595374,
10/2/2017,-0.606386,
10/9/2017,-0.616566,
10/16/2017,-0.626434,
10/23/2017,-0.633813,
10/30/2017,-0.638855,
11/6/2017,-0.641069,
11/13/2017,-0.641729,
11/20/2017,-0.641827,
11/27/2017,-0.641578,
12/4/2017,-0.641466,
12/11/2017,-0.641721,
12/18/2017,-0.643789,
12/25/2017,-0.645084,
1/1/2018,-0.646246,
1/8/2018,-0.643678,
1/15/2018,-0.639827,
1/22/2018,-0.632525,
1/29/2018,-0.620338,
2/5/2018,-0.603568,
2/12/2018,-0.588621,
2/19/2018,-0.57279,
2/26/2018,-0.556976,
3/5/2018,-0.542495,
3/12/2018,-0.530599,
3/19/2018,-0.522174,
3/26/2018,-0.519374,
4/2/2018,-0.521255,
4/9/2018,-0.529359,
4/16/2018,-0.541526,
4/23/2018,-0.552591,
4/30/2018,-0.561779,
5/7/2018,-0.569153,
5/14/2018,-0.572672,
5/21/2018,-0.570556,
5/28/2018,-0.56466,
6/4/2018,-0.5589,
6/11/2018,-0.553014,
6/18/2018,-0.548002,
6/25/2018,-0.546588,
7/2/2018,-0.548682,
7/9/2018,-0.556228,
7/16/2018,-0.563817,
7/23/2018,-0.573071,
7/30/2018,-0.582378,
8/6/2018,-0.591842,
8/13/2018,-0.598851,
8/20/2018,-0.605031,
8/27/2018,-0.609537,
9/3/2018,-0.611862,
9/10/2018,-0.613081,
9/17/2018,-0.611472,
9/24/2018,-0.608548,
10/1/2018,-0.603007,
10/8/2018,-0.594433,
10/15/2018,-0.581997,
10/22/2018,-0.568727,
10/29/2018,-0.552307,
11/5/2018,-0.533628,
11/12/2018,-0.510398,
11/19/2018,-0.484865,
11/26/2018,-0.459661,
12/3/2018,-0.435652,
12/10/2018,-0.416911,
12/17/2018,-0.406159,
12/24/2018,-0.405453,
12/31/2018,-0.415591,
1/7/2019,-0.434866,
1/14/2019,-0.460223,
1/21/2019,-0.489216,
1/28/2019,-0.517163,
2/4/2019,-0.541679,
2/11/2019,-0.561343,
2/18/2019,-0.576323,
2/25/2019,-0.585334,
3/4/2019,-0.590038,
3/11/2019,-0.591936,
3/18/2019,-0.595531,
3/25/2019,-0.597717,
4/1/2019,-0.601634,
4/8/2019,-0.604528,
4/15/2019,-0.609218,
4/22/2019,-0.610602,
4/29/2019,-0.608707,
5/6/2019,-0.60323,
5/13/2019,-0.594995,
5/20/2019,-0.586412,
5/27/2019,-0.576811,
6/3/2019,-0.569964,
6/10/2019,-0.565705,
6/17/2019,-0.565073,
6/24/2019,-0.566695,
7/1/2019,-0.57051,
7/8/2019,-0.573261,
7/15/2019,-0.573762,
7/22/2019,-0.573252,
7/29/2019,-0.567113,
8/5/2019,-0.557044,
8/12/2019,-0.544701,
8/19/2019,-0.533145,
8/26/2019,-0.520784,
9/2/2019,-0.511164,
9/9/2019,-0.501759,
9/16/2019,-0.49546,
9/23/2019,-0.492171,
9/30/2019,-0.493515,
10/7/2019,-0.500281,
10/14/2019,-0.514383,
10/21/2019,-0.531943,
10/28/2019,-0.548208,
11/4/2019,-0.562564,
11/11/2019,-0.571124,
11/18/2019,-0.573678,
11/25/2019,-0.568863,
12/2/2019,-0.559792,
12/9/2019,-0.55003,
12/16/2019,-0.545523,
12/23/2019,-0.549819,
12/30/2019,-0.566797,
1/6/2020,-0.592242,
1/13/2020,-0.62319,
1/20/2020,-0.64614,
1/27/2020,-0.651917,
2/3/2020,-0.630128,
2/10/2020,-0.567663,
2/17/2020,-0.461357,
2/24/2020,-0.312616,
3/2/2020,-0.140891,
3/9/2020,0.040116,
3/16/2020,0.198943,
3/23/2020,0.306276,
3/30/2020,0.350324,
4/6/2020,0.346393,
4/13/2020,0.291564,
4/20/2020,0.201492,
4/27/2020,0.091179,
5/4/2020,-0.019576,
5/11/2020,-0.11423,
5/18/2020,-0.198201,
5/25/2020,-0.254496,
6/1/2020,-0.287189,
6/8/2020,-0.295321,
6/15/2020,-0.296686,
6/22/2020,-0.29374,
6/29/2020,-0.296163,
7/6/2020,-0.299245,
7/13/2020,-0.339532,
7/20/2020,-0.379245,
7/27/2020,-0.422785,
8/3/2020,-0.46348,
8/10/2020,-0.496099,
8/17/2020,-0.515615,
8/24/2020,-0.5216,
8/31/2020,-0.515249,
9/7/2020,-0.499308,
9/14/2020,-0.479917,
9/21/2020,-0.454599,
9/28/2020,-0.434357,
10/5/2020,-0.421433,
10/12/2020,-0.41707,
10/19/2020,-0.428775,
10/26/2020,-0.447612,
11/2/2020,-0.475118,
11/9/2020,-0.507529,
11/16/2020,-0.535799,
11/23/2020,-0.559697,
11/30/2020,-0.578353,
12/7/2020,-0.589059,
12/14/2020,-0.594013,
12/21/2020,-0.593021,
12/28/2020,-0.591173,
1/4/2021,-0.588856,
1/11/2021,-0.587198,
1/18/2021,-0.592156,
1/25/2021,-0.5965,
2/1/2021,-0.605069,
2/8/2021,-0.615272,
2/15/2021,-0.623174,
2/22/2021,-0.63168,
3/1/2021,-0.641444,
3/8/2021,-0.650836,
3/15/2021,-0.662121,
3/22/2021,-0.669924,
3/29/2021,-0.678809,
4/5/2021,-0.687202,
4/12/2021,-0.696148,
4/19/2021,-0.698311,
4/26/2021,-0.7006,
5/3/2021,-0.70173,
5/10/2021,-0.702487,
5/17/2021,-0.700804,
5/24/2021,-0.702661,
5/31/2021,-0.705637,
6/7/2021,-0.707865,
6/14/2021,-0.711123,
6/21/2021,-0.712167,
6/28/2021,-0.71217,
7/5/2021,-0.708238,
7/12/2021,-0.705522,
7/19/2021,-0.690998,
7/26/2021,-0.679895,
8/2/2021,-0.667609,
8/9/2021,-0.657886,
8/16/2021,-0.649649,
8/23/2021,-0.647843,
8/30/2021,-0.648977,
9/6/2021,-0.653736,
9/13/2021,-0.66199,
9/20/2021,-0.669686,
9/27/2021,-0.677737,
10/4/2021,-0.681533,
10/11/2021,-0.682303,
10/18/2021,-0.671114,
10/25/2021,-0.655322,
11/1/2021,-0.633188,
11/8/2021,-0.609357,
11/15/2021,-0.586724,
11/22/2021,-0.568124,
11/29/2021,-0.555571,
12/6/2021,-0.554339,
12/13/2021,-0.561029,
12/20/2021,-0.57031,
12/27/2021,-0.582895,
1/3/2022,-0.591421,
1/10/2022,-0.594935,
1/17/2022,-0.583913,
1/24/2022,-0.565847,
1/31/2022,-0.541,
2/7/2022,-0.5112,
2/14/2022,-0.476414,
2/21/2022,-0.445354,
2/28/2022,-0.419133,
3/7/2022,-0.401372,
3/14/2022,-0.394811,
3/21/2022,-0.391775,
3/28/2022,-0.392536,
4/4/2022,-0.39168,
4/11/2022,-0.387114,
4/18/2022,-0.373807,
4/25/2022,-0.357336,
5/2/2022,-0.337711,
5/9/2022,-0.317207,
5/16/2022,-0.293541,
5/23/2022,-0.270346,
5/30/2022,-0.24621,
6/6/2022,-0.221725,
6/13/2022,-0.199209,
6/20/2022,-0.182917,
6/27/2022,-0.177003,
7/4/2022,-0.181352,
7/11/2022,-0.193646,
7/18/2022,-0.217522,
7/25/2022,-0.239544,
8/1/2022,-0.257972,
8/8/2022,-0.269947,
8/15/2022,-0.270628,
8/22/2022,-0.257792,
8/29/2022,-0.233683,
9/5/2022,-0.201853,
9/12/2022,-0.165959,
9/19/2022,-0.131919,
9/26/2022,-0.106309,
10/3/2022,-0.097553,
10/10/2022,-0.097094,
10/17/2022,-0.118511,
10/24/2022,-0.143926,
10/31/2022,-0.175113,
11/7/2022,-0.202964,
11/14/2022,-0.22186,
11/21/2022,-0.232634,
11/28/2022,-0.234629,
12/5/2022,-0.230089,
12/12/2022,-0.224519,
12/19/2022,-0.222501,
12/26/2022,-0.225947,
1/2/2023,-0.23905,
1/9/2023,-0.254806,
1/16/2023,-0.292124,
1/23/2023,-0.327921,
1/30/2023,-0.363262,
2/6/2023,-0.389459,
2/13/2023,-0.407075,
2/20/2023,-0.413239,
